system,code,display,priority,evidence
http://www.nlm.nih.gov/research/umls/rxnorm,"2654294","immune globulin intravenous (human) - ifas Injection [Panzyga]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2123035","immune globulin intravenous (human) - slra","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2123037","immune globulin intravenous (human) - slra 10 % in 50 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2123036","immune globulin intravenous (human) - slra 100 MG/ML","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2123043","immune globulin intravenous (human) - slra 100 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2123039","immune globulin intravenous (human) - slra 100 MG/ML [Asceniv]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2660104","immune globulin intravenous (human) - slra Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2649109","immune globulin intravenous (human) - slra Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2656829","immune globulin intravenous (human) - slra Injection [Asceniv]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672094","immune globulin intravenous (human) - stwk","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672107","immune globulin intravenous (human) - stwk 10 % in 100 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672109","immune globulin intravenous (human) - stwk 10 % in 200 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672098","immune globulin intravenous (human) - stwk 10 % in 50 ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672095","immune globulin intravenous (human) - stwk 100 MG/ML","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672099","immune globulin intravenous (human) - stwk 100 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672101","immune globulin intravenous (human) - stwk 100 MG/ML [Alyglo]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672096","immune globulin intravenous (human) - stwk Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672097","immune globulin intravenous (human) - stwk Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672104","immune globulin intravenous (human) - stwk Injection [Alyglo]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"617615","immune globulin subcutaneous (human)","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2167145","immune globulin subcutaneous (human) - hipp","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2167146","immune globulin subcutaneous (human) - hipp 165 MG/ML","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2167153","immune globulin subcutaneous (human) - hipp 165 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2167149","immune globulin subcutaneous (human) - hipp 165 MG/ML [Cutaquig]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2662549","immune globulin subcutaneous (human) - hipp Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2646692","immune globulin subcutaneous (human) - hipp Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2658026","immune globulin subcutaneous (human) - hipp Injection [Cutaquig]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196290","immune globulin subcutaneous (human) - klhw","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196291","immune globulin subcutaneous (human) - klhw 200 MG/ML","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196298","immune globulin subcutaneous (human) - klhw 200 MG/ML Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2196294","immune globulin subcutaneous (human) - klhw 200 MG/ML [Xembify]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2660365","immune globulin subcutaneous (human) - klhw Injectable Product","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2646532","immune globulin subcutaneous (human) - klhw Injection","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2655635","immune globulin subcutaneous (human) - klhw Injection [Xembify]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2672103","immunoglobulin G Injection [Alyglo]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2123040","immunoglobulin G Injection [Asceniv]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809415","immunoglobulin G Injection [Bivigam]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809208","immunoglobulin G Injection [Carimune]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"2167150","immunoglobulin G Injection [Cutaquig]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1813409","immunoglobulin G Injection [Cuvitru]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809428","immunoglobulin G Injection [Flebogamma]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809664","immunoglobulin G Injection [Gammagard]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809435","immunoglobulin G Injection [Gammaked]","target","confirmed"
http://www.nlm.nih.gov/research/umls/rxnorm,"1809507","immunoglobulin G Injection [Gammaplex]","target","confirmed"
